"","MasterID","INCI_ID","ArrestID","WEAPON_CATEGORY","CrimeType","CrimeCategory","WARD","ArrestDate","ArrestCharge","shot"
"2344","M001571",2209140008,NA,"FIREARM","Criminal Damage","Property",4,NA,NA,FALSE
"2345","M001572",2209140008,NA,"FIREARM","Criminal Damage","Property",4,NA,NA,FALSE
"2346","M001573",2209280176,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"2347","M001574",2209010055,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"2348","M001575",2209010055,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"2349","M001576",2209010055,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"2350","M001577",2209180127,NA,"FIREARM","Robbery","Violent",3,NA,NA,TRUE
"2351","M001578",2209180127,NA,"FIREARM","Robbery","Violent",3,NA,NA,FALSE
"2352","M001579",2209180127,NA,"FIREARM","Robbery","Violent",3,NA,NA,FALSE
"2353","M001580",2209300020,NA,"FIREARM","Disorderly Conduct","Quality of Life",1,NA,NA,FALSE
"2354","M001581",2209190088,"AR220007478","FIREARM","Weapons Violation","Violation",6,"2022/09/19 17:00:00+00","13-3102A8",FALSE
"2355","M001581",2209190088,"AR220007478","FIREARM","Weapons Violation","Violation",6,"2022/09/19 17:00:00+00","13-3407A1",FALSE
"2356","M001581",2209190088,"AR220007478","FIREARM","Weapons Violation","Violation",6,"2022/09/19 17:00:00+00","13-3408A1",FALSE
"2357","M001581",2209190088,"AR220007478","FIREARM","Weapons Violation","Violation",6,"2022/09/19 17:00:00+00","13-3102A4",FALSE
"2358","M001581",2209190088,"AR220007478","FIREARM","Weapons Violation","Violation",6,"2022/09/19 17:00:00+00","13-3415A",FALSE
"2359","M001582",2209090116,"AR220006863","FIREARM","Agg. Assault","Violent",3,"2022/09/09 22:00:00+00","13-1204",FALSE
"2360","M001583",2209090116,"AR220006863","FIREARM","Agg. Assault","Violent",3,"2022/09/09 22:00:00+00","13-1204",FALSE
"2361","M000479",2209160018,NA,"FIREARM","Agg. Assault","Violent",4,NA,NA,TRUE
"2362","M001584",2209160018,NA,"FIREARM","Agg. Assault","Violent",4,NA,NA,FALSE
"2363","M000355",2209060200,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,TRUE
"2364","M001585",2209060200,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"2365","M001586",2209010220,NA,"FIREARM","Disorderly Conduct","Quality of Life",6,NA,NA,FALSE
"2366","M001587",2209010220,NA,"FIREARM","Disorderly Conduct","Quality of Life",6,NA,NA,TRUE
"2367","M001588",2209100149,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"2368","M001589",2209100149,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,TRUE
"2369","M000706",2209030192,NA,"FIREARM","Criminal Damage","Property",3,NA,NA,FALSE
"2370","M000123",2209250028,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"2371","M001590",2209250028,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,TRUE
"2372","M001175",2209090006,"AR220006842","FIREARM","Robbery","Violent",4,"2022/09/09 08:00:00+00","13-1904A1",TRUE
"2373","M001591",2209090006,"AR220006842","FIREARM","Robbery","Violent",4,"2022/09/09 08:00:00+00","13-1904A1",FALSE
"2374","M001175",2209090006,"AR220006842","FIREARM","Robbery","Violent",4,"2022/09/09 08:00:00+00","13-1204A2",TRUE
"2375","M001591",2209090006,"AR220006842","FIREARM","Robbery","Violent",4,"2022/09/09 08:00:00+00","13-1204A2",FALSE
"2376","M001592",2209220152,"AR220009607","FIREARM","Weapons Violation","Violation",5,"2022/09/22 23:00:00+00","13-2904",FALSE
"2377","M001592",2209220152,"AR220009613","FIREARM","Weapons Violation","Violation",5,"2022/09/22 23:00:00+00","13-2904",FALSE
"2378","M001593",2209200215,NA,"FIREARM","Firearm Accident","Accident",2,NA,NA,FALSE
"2379","M001594",2209010067,NA,"FIREARM","Robbery","Violent",3,NA,NA,FALSE
"2380","M001595",2209080170,NA,"FIREARM","Disorderly Conduct","Quality of Life",2,NA,NA,FALSE
"2381","M001596",2209080170,NA,"FIREARM","Disorderly Conduct","Quality of Life",2,NA,NA,FALSE
"2382","M001537",2209100192,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"2383","M001597",2209250076,NA,"FIREARM","Assault","Violent",1,NA,NA,TRUE
"2384","M001598",2209250076,NA,"FIREARM","Assault","Violent",1,NA,NA,TRUE
"2385","M001599",2209250076,NA,"FIREARM","Assault","Violent",1,NA,NA,FALSE
"2386","M001600",2209280067,NA,"FIREARM","Robbery","Violent",5,NA,NA,FALSE
"2387","M001601",2209160017,"AR220007273","FIREARM","Disorderly Conduct","Quality of Life",5,"2022/09/16 09:00:00+00","13-2904A6",TRUE
"2388","M001601",2209160017,"AR220007273","FIREARM","Disorderly Conduct","Quality of Life",5,"2022/09/16 09:00:00+00","13-3107A",TRUE
"2389","M001267",2209160019,NA,"FIREARM","Disorderly Conduct","Quality of Life",5,NA,NA,TRUE
"2390","M001602",2209160019,NA,"FIREARM","Disorderly Conduct","Quality of Life",5,NA,NA,FALSE
"2391","M001603",2209100065,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"2392","M001604",2209100065,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"2393","M000050",2209130214,NA,"FIREARM","Assault","Violent",3,NA,NA,FALSE
"2394","M001605",2209130214,NA,"FIREARM","Assault","Violent",3,NA,NA,FALSE
"2395","M001248",2209180029,NA,"FIREARM","Disorderly Conduct","Quality of Life",1,NA,NA,FALSE
"2396","M001606",2209180029,NA,"FIREARM","Disorderly Conduct","Quality of Life",1,NA,NA,FALSE
"2397","M001607",2209180029,NA,"FIREARM","Disorderly Conduct","Quality of Life",1,NA,NA,FALSE
"2398","M001608",2209260188,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,TRUE
"2399","M001609",2209030182,NA,"FIREARM","Agg. Assault","Violent",4,NA,NA,FALSE
"2400","M001610",2209030182,NA,"FIREARM","Agg. Assault","Violent",4,NA,NA,FALSE
"2401","M001334",2209030015,NA,"FIREARM","Disorderly Conduct","Quality of Life",6,NA,NA,FALSE
"2402","M001148",2209030015,NA,"FIREARM","Disorderly Conduct","Quality of Life",6,NA,NA,FALSE
"2403","M001258",2209030015,NA,"FIREARM","Disorderly Conduct","Quality of Life",6,NA,NA,FALSE
"2404","M001611",2209010170,"AR220007179","FIREARM","Robbery","Violent",4,"2022/09/09 03:00:00+00","13-1204",FALSE
"2405","M001612",2209010170,"AR220007179","FIREARM","Robbery","Violent",4,"2022/09/09 03:00:00+00","13-1204",FALSE
"2406","M001611",2209010170,"AR220007179","FIREARM","Robbery","Violent",4,"2022/09/09 03:00:00+00","13-1904",FALSE
"2407","M001612",2209010170,"AR220007179","FIREARM","Robbery","Violent",4,"2022/09/09 03:00:00+00","13-1904",FALSE
"2408","M001287",2209090177,NA,"FIREARM","Weapons Violation","Violation",4,NA,NA,TRUE
"2409","M001613",2209090177,NA,"FIREARM","Weapons Violation","Violation",4,NA,NA,FALSE
"2410","M001614",2209040111,NA,"FIREARM","Robbery","Violent",6,NA,NA,FALSE
"2411","M001615",2209040111,NA,"FIREARM","Robbery","Violent",6,NA,NA,FALSE
"2412","M001616",2209040111,NA,"FIREARM","Robbery","Violent",6,NA,NA,FALSE
"2413","M001617",2209200211,NA,"FIREARM","Robbery","Violent",5,NA,NA,FALSE
"2414","M001618",2209200211,NA,"FIREARM","Robbery","Violent",5,NA,NA,FALSE
"2415","M001619",2209200211,NA,"FIREARM","Robbery","Violent",5,NA,NA,FALSE
"2416","M001338",2210120140,"AR220008883","FIREARM","Agg. Assault","Violent",1,"2022/10/13 02:00:00+00","13-2904A6",FALSE
"2417","M001620",2210120140,"AR220008883","FIREARM","Agg. Assault","Violent",1,"2022/10/13 02:00:00+00","13-2904A6",FALSE
"2418","M001338",2210120140,"AR220008883","FIREARM","Agg. Assault","Violent",1,"2022/10/13 02:00:00+00","13-1204A2",FALSE
"2419","M001620",2210120140,"AR220008883","FIREARM","Agg. Assault","Violent",1,"2022/10/13 02:00:00+00","13-1204A2",FALSE
"2420","M001338",2210120140,"AR220008884","FIREARM","Agg. Assault","Violent",1,"2022/10/13 02:00:00+00","13-2904A1",FALSE
"2421","M001620",2210120140,"AR220008884","FIREARM","Agg. Assault","Violent",1,"2022/10/13 02:00:00+00","13-2904A1",FALSE
"2422","M001338",2210120140,"AR220008886","FIREARM","Agg. Assault","Violent",1,"2022/10/13 02:00:00+00","13-2904",FALSE
"2423","M001620",2210120140,"AR220008886","FIREARM","Agg. Assault","Violent",1,"2022/10/13 02:00:00+00","13-2904",FALSE
"2424","M001338",2210120140,"AR220008885","FIREARM","Agg. Assault","Violent",1,"2022/10/13 02:00:00+00","13-2904A1",FALSE
"2425","M001620",2210120140,"AR220008885","FIREARM","Agg. Assault","Violent",1,"2022/10/13 02:00:00+00","13-2904A1",FALSE
"2426","M000505",2210160074,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,TRUE
"2427","M001621",2210160074,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"2428","M001622",2210200227,NA,"FIREARM","Disorderly Conduct","Quality of Life",NA,NA,NA,FALSE
"2429","M001623",2210200227,NA,"FIREARM","Disorderly Conduct","Quality of Life",NA,NA,NA,FALSE
"2430","M001624",2210200227,NA,"FIREARM","Disorderly Conduct","Quality of Life",NA,NA,NA,FALSE
"2431","M001618",2210070050,NA,"FIREARM","Weapons Violation","Violation",6,NA,NA,FALSE
"2432","M001625",2210070050,NA,"FIREARM","Weapons Violation","Violation",6,NA,NA,FALSE
"2433","M001626",2210020049,"AR220008264","FIREARM","Agg. Assault","Violent",5,"2022/10/02 19:00:00+00","13-1204DV",FALSE
"2434","M001180",2209300192,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"2435","M001627",2209300192,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"2436","M001628",2209300192,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"2437","M001469",2210190125,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,TRUE
"2438","M001629",2210190125,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"2439","M001230",2210230048,NA,"FIREARM","Robbery","Violent",2,NA,NA,TRUE
"2440","M001630",2210230048,NA,"FIREARM","Robbery","Violent",2,NA,NA,FALSE
"2441","M001631",2210230048,NA,"FIREARM","Robbery","Violent",2,NA,NA,FALSE
"2442","M001632",2209300181,NA,"FIREARM","Robbery","Violent",3,NA,NA,TRUE
"2443","M001633",2210270012,NA,"FIREARM","Robbery","Violent",3,NA,NA,FALSE
"2444","M000348",2210030218,NA,"FIREARM","Robbery","Violent",5,NA,NA,FALSE
"2445","M001634",2210030218,NA,"FIREARM","Robbery","Violent",5,NA,NA,TRUE
"2446","M001635",2210060008,"AR220008491","FIREARM","Weapons Violation","Violation",5,"2022/10/06 09:00:00+00","13-3102A",FALSE
"2447","M001636",2210130001,NA,"FIREARM","Weapons Violation","Violation",2,NA,NA,FALSE
"2448","M001637",2210130001,NA,"FIREARM","Weapons Violation","Violation",2,NA,NA,FALSE
"2449","M001638",2210130001,NA,"FIREARM","Weapons Violation","Violation",2,NA,NA,FALSE
"2450","M001639",2210020021,NA,"FIREARM","Disorderly Conduct","Quality of Life",3,NA,NA,FALSE
"2451","M001640",2210090105,"AR220008687","FIREARM","Weapons Violation","Violation",4,"2022/10/09 23:00:00+00","13-3102A1B",FALSE
"2452","M001641",2210090105,"AR220008687","FIREARM","Weapons Violation","Violation",4,"2022/10/09 23:00:00+00","13-3102A1B",FALSE
"2453","M001640",2210090105,"AR220008687","FIREARM","Weapons Violation","Violation",4,"2022/10/09 23:00:00+00","13-3111A",FALSE
"2454","M001641",2210090105,"AR220008687","FIREARM","Weapons Violation","Violation",4,"2022/10/09 23:00:00+00","13-3111A",FALSE
"2455","M001642",2210100102,NA,"FIREARM","Agg. Assault","Violent",4,NA,NA,FALSE
"2456","M001643",2210100102,NA,"FIREARM","Agg. Assault","Violent",4,NA,NA,FALSE
"2457","M001644",2210100102,NA,"FIREARM","Agg. Assault","Violent",4,NA,NA,FALSE
"2458","M001149",2210200183,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"2459","M001645",2210200183,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"2460","M001646",2210200183,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"2461","M001544",2210210019,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,TRUE
"2462","M001647",2210210019,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"2463","M001648",2210210019,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"2464","M000449",2210230005,"AR220009964","FIREARM","Larceny","Property",1,"2022/10/23 08:00:00+00","13-1805",FALSE
"2465","M001649",2210230005,"AR220009964","FIREARM","Larceny","Property",1,"2022/10/23 08:00:00+00","13-1805",FALSE
"2466","M001650",2210230005,"AR220009964","FIREARM","Larceny","Property",1,"2022/10/23 08:00:00+00","13-1805",FALSE
"2467","M000449",2210230005,"AR220009964","FIREARM","Larceny","Property",1,"2022/10/23 08:00:00+00","13-3111A",FALSE
"2468","M001649",2210230005,"AR220009964","FIREARM","Larceny","Property",1,"2022/10/23 08:00:00+00","13-3111A",FALSE
"2469","M001650",2210230005,"AR220009964","FIREARM","Larceny","Property",1,"2022/10/23 08:00:00+00","13-3111A",FALSE
"2470","M001218",2210200242,"AR220009358","FIREARM","Weapons Violation","Violation",NA,"2022/10/21 07:00:00+00","13-3102",FALSE
"2471","M001161",2210200242,"AR220009358","FIREARM","Weapons Violation","Violation",NA,"2022/10/21 07:00:00+00","13-3102",FALSE
"2472","M001651",2210200242,"AR220009358","FIREARM","Weapons Violation","Violation",NA,"2022/10/21 07:00:00+00","13-3102",FALSE
"2473","M000815",2210180190,"AR220009221","FIREARM","Weapons Violation","Violation",3,"2022/10/19 01:00:00+00","13-3102A4",FALSE
"2474","M001652",2210180190,"AR220009221","FIREARM","Weapons Violation","Violation",3,"2022/10/19 01:00:00+00","13-3102A4",TRUE
"2475","M000815",2210180190,"AR220009221","FIREARM","Weapons Violation","Violation",3,"2022/10/19 01:00:00+00","13-3407A2",FALSE
"2476","M001652",2210180190,"AR220009221","FIREARM","Weapons Violation","Violation",3,"2022/10/19 01:00:00+00","13-3407A2",TRUE
"2477","M000815",2210180190,"AR230011875","FIREARM","Weapons Violation","Violation",3,"2022/10/19 01:00:00+00","13-3408",FALSE
"2478","M001652",2210180190,"AR230011875","FIREARM","Weapons Violation","Violation",3,"2022/10/19 01:00:00+00","13-3408",TRUE
"2479","M000815",2210180190,"AR220009221","FIREARM","Weapons Violation","Violation",3,"2022/10/19 01:00:00+00","13-3102A8",FALSE
"2480","M001652",2210180190,"AR220009221","FIREARM","Weapons Violation","Violation",3,"2022/10/19 01:00:00+00","13-3102A8",TRUE
"2481","M000815",2210180190,"AR220009221","FIREARM","Weapons Violation","Violation",3,"2022/10/19 01:00:00+00","13-3408A2",FALSE
"2482","M001652",2210180190,"AR220009221","FIREARM","Weapons Violation","Violation",3,"2022/10/19 01:00:00+00","13-3408A2",TRUE
"2483","M000815",2210180190,"AR220009221","FIREARM","Weapons Violation","Violation",3,"2022/10/19 01:00:00+00","13-3415A",FALSE
"2484","M001652",2210180190,"AR220009221","FIREARM","Weapons Violation","Violation",3,"2022/10/19 01:00:00+00","13-3415A",TRUE
"2485","M000815",2210180190,"AR230011875","FIREARM","Weapons Violation","Violation",3,"2022/10/19 01:00:00+00","13-3415",FALSE
"2486","M001652",2210180190,"AR230011875","FIREARM","Weapons Violation","Violation",3,"2022/10/19 01:00:00+00","13-3415",TRUE
"2487","M001613",2210080040,NA,"FIREARM","Criminal Damage","Property",6,NA,NA,FALSE
"2488","M001168",2210090037,NA,"FIREARM","Disorderly Conduct","Quality of Life",5,NA,NA,FALSE
"2489","M001216",2210090037,NA,"FIREARM","Disorderly Conduct","Quality of Life",5,NA,NA,FALSE
"2490","M001653",2210090037,NA,"FIREARM","Disorderly Conduct","Quality of Life",5,NA,NA,FALSE
"2491","M001381",2210230142,NA,"FIREARM","Disorderly Conduct","Quality of Life",1,NA,NA,TRUE
"2492","M001654",2210230142,NA,"FIREARM","Disorderly Conduct","Quality of Life",1,NA,NA,FALSE
"2493","M001655",2210230142,NA,"FIREARM","Disorderly Conduct","Quality of Life",1,NA,NA,FALSE
"2494","M001309",2209060100,"AR220006710","FIREARM","Agg. Assault","Violent",5,"2022/09/06 21:00:00+00","13-1204A11",TRUE
"2495","M001656",2209060100,"AR220006710","FIREARM","Agg. Assault","Violent",5,"2022/09/06 21:00:00+00","13-1204A11",FALSE
"2496","M001657",2209060100,"AR220006710","FIREARM","Agg. Assault","Violent",5,"2022/09/06 21:00:00+00","13-1204A11",FALSE
"2497","M001658",2301010055,NA,"FIREARM","Criminal Damage","Property",1,NA,NA,FALSE
"2498","M001659",2211080171,NA,"FIREARM","Criminal Damage","Property",1,NA,NA,FALSE
"2499","M001660",2209230007,NA,"FIREARM","Agg. Assault","Violent",NA,NA,NA,FALSE
"2500","M001661",2205020019,"AR230018287","FIREARM","Homicide","Violent",NA,"2022/06/15 23:00:00+00","13-1105",FALSE
"2501","M001662",2205020019,"AR230018287","FIREARM","Homicide","Violent",NA,"2022/06/15 23:00:00+00","13-1105",FALSE
"2502","M001661",2205020019,"AR230018287","FIREARM","Homicide","Violent",NA,"2022/06/15 23:00:00+00","13-1304",FALSE
"2503","M001662",2205020019,"AR230018287","FIREARM","Homicide","Violent",NA,"2022/06/15 23:00:00+00","13-1304",FALSE
"2504","M001661",2205020019,"AR230018287","FIREARM","Homicide","Violent",NA,"2022/06/15 23:00:00+00","13-1904",FALSE
"2505","M001662",2205020019,"AR230018287","FIREARM","Homicide","Violent",NA,"2022/06/15 23:00:00+00","13-1904",FALSE
"2506","M001661",2205020019,"AR220002452","FIREARM","Homicide","Violent",NA,"2022/06/15 23:00:00+00","13-1105",FALSE
"2507","M001662",2205020019,"AR220002452","FIREARM","Homicide","Violent",NA,"2022/06/15 23:00:00+00","13-1105",FALSE
"2508","M001661",2205020019,"AR220002437","FIREARM","Homicide","Violent",NA,"2022/06/15 21:00:00+00","13-3111",FALSE
"2509","M001662",2205020019,"AR220002437","FIREARM","Homicide","Violent",NA,"2022/06/15 21:00:00+00","13-3111",FALSE
"2510","M001661",2205020019,"AR220002527","FIREARM","Homicide","Violent",NA,"2022/06/17 20:00:00+00","13-1105A2",FALSE
"2511","M001662",2205020019,"AR220002527","FIREARM","Homicide","Violent",NA,"2022/06/17 20:00:00+00","13-1105A2",FALSE
"2512","M001663",2209020007,NA,"FIREARM","Weapons Violation","Violation",4,NA,NA,FALSE
"2513","M001664",2209020007,NA,"FIREARM","Weapons Violation","Violation",4,NA,NA,FALSE
"2514","M001665",2205190073,NA,"FIREARM","Robbery","Violent",5,NA,NA,FALSE
"2515","M001666",2205190073,NA,"FIREARM","Robbery","Violent",5,NA,NA,TRUE
"2516","M001667",2207230037,"AR220004497","FIREARM","Disorderly Conduct","Quality of Life",6,"2022/07/23 16:00:00+00","13-3107A",FALSE
"2517","M001668",2207230037,"AR220004497","FIREARM","Disorderly Conduct","Quality of Life",6,"2022/07/23 16:00:00+00","13-3107A",FALSE
"2518","M001667",2207230037,"AR220004497","FIREARM","Disorderly Conduct","Quality of Life",6,"2022/07/23 16:00:00+00","13-3623B1",FALSE
"2519","M001668",2207230037,"AR220004497","FIREARM","Disorderly Conduct","Quality of Life",6,"2022/07/23 16:00:00+00","13-3623B1",FALSE
"2520","M001240",2210110110,"AR220008817","FIREARM","Disorderly Conduct","Quality of Life",3,"2022/10/11 22:00:00+00","13-3107",FALSE
"2521","M001669",2210110110,"AR220008817","FIREARM","Disorderly Conduct","Quality of Life",3,"2022/10/11 22:00:00+00","13-3107",FALSE
"2522","M001670",2210300011,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"2523","M001671",2210300011,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"2524","M000490",2203090128,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"2525","M001002",2203090128,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,TRUE
"2526","M001672",2203090128,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"2527","M001673",2212060210,NA,"FIREARM","Assist Other Agency/Jurisdiction","Assist",NA,NA,NA,FALSE
"2528","M001674",2212060210,NA,"FIREARM","Assist Other Agency/Jurisdiction","Assist",NA,NA,NA,FALSE
"2529","M000132",2211160155,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,TRUE
"2530","M001675",2211160155,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"2531","M000761",2210260161,"AR220010794","FIREARM","Weapons Violation","Violation",4,"2022/11/16 20:00:00+00","13-3102A4",FALSE
"2532","M001676",2210260161,"AR220010794","FIREARM","Weapons Violation","Violation",4,"2022/11/16 20:00:00+00","13-3102A4",FALSE
"2533","M001677",2210260161,"AR220010794","FIREARM","Weapons Violation","Violation",4,"2022/11/16 20:00:00+00","13-3102A4",FALSE
"2534","M001660",2209230007,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"2535","M001305",2203080220,NA,"FIREARM","Other Felony/Misdemeanor","Violent",3,NA,NA,FALSE
"2536","M001678",2203080220,NA,"FIREARM","Other Felony/Misdemeanor","Violent",3,NA,NA,FALSE
"2537","M001679",2203080220,NA,"FIREARM","Other Felony/Misdemeanor","Violent",3,NA,NA,FALSE
"2538","M000499",2208140043,NA,"FIREARM","Robbery","Violent",1,NA,NA,FALSE
"2539","M000577",2208140043,NA,"FIREARM","Robbery","Violent",1,NA,NA,TRUE
"2540","M001680",2208140043,NA,"FIREARM","Robbery","Violent",1,NA,NA,FALSE
"2541","M001450",2209040151,"AR220006623","FIREARM","Agg. Assault","Violent",2,"2022/09/05 06:00:00+00","13-3107A",FALSE
"2542","M001681",2209040151,"AR220006623","FIREARM","Agg. Assault","Violent",2,"2022/09/05 06:00:00+00","13-3107A",TRUE
"2543","M001682",2209040151,"AR220006623","FIREARM","Agg. Assault","Violent",2,"2022/09/05 06:00:00+00","13-3107A",FALSE
"2544","M001450",2209040151,"AR220006623","FIREARM","Agg. Assault","Violent",2,"2022/09/05 06:00:00+00","13-1204A2",FALSE
"2545","M001681",2209040151,"AR220006623","FIREARM","Agg. Assault","Violent",2,"2022/09/05 06:00:00+00","13-1204A2",TRUE
"2546","M001682",2209040151,"AR220006623","FIREARM","Agg. Assault","Violent",2,"2022/09/05 06:00:00+00","13-1204A2",FALSE
"2547","M001683",2206200214,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"2548","M001684",2206220188,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"2549","M001685",2206220188,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"2550","M001686",2206220188,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"2551","M001687",2210310222,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"2552","M000907",2208070024,"AR220005708","FIREARM","Homicide","Violent",NA,"2022/08/12 07:00:00+00","13-2904",FALSE
"2553","M001688",2208070024,"AR220005708","FIREARM","Homicide","Violent",NA,"2022/08/12 07:00:00+00","13-2904",FALSE
"2554","M001689",2208070024,"AR220005708","FIREARM","Homicide","Violent",NA,"2022/08/12 07:00:00+00","13-2904",FALSE
"2555","M000907",2208070024,"AR220005708","FIREARM","Homicide","Violent",NA,"2022/08/12 07:00:00+00","13-3107",FALSE
"2556","M001688",2208070024,"AR220005708","FIREARM","Homicide","Violent",NA,"2022/08/12 07:00:00+00","13-3107",FALSE
"2557","M001689",2208070024,"AR220005708","FIREARM","Homicide","Violent",NA,"2022/08/12 07:00:00+00","13-3107",FALSE
"2558","M000907",2208070024,"AR220005708","FIREARM","Homicide","Violent",NA,"2022/08/12 07:00:00+00","13-1201",FALSE
"2559","M001688",2208070024,"AR220005708","FIREARM","Homicide","Violent",NA,"2022/08/12 07:00:00+00","13-1201",FALSE
"2560","M001689",2208070024,"AR220005708","FIREARM","Homicide","Violent",NA,"2022/08/12 07:00:00+00","13-1201",FALSE
"2561","M000907",2208070024,"AR220005708","FIREARM","Homicide","Violent",NA,"2022/08/12 07:00:00+00","13-1209A",FALSE
"2562","M001688",2208070024,"AR220005708","FIREARM","Homicide","Violent",NA,"2022/08/12 07:00:00+00","13-1209A",FALSE
"2563","M001689",2208070024,"AR220005708","FIREARM","Homicide","Violent",NA,"2022/08/12 07:00:00+00","13-1209A",FALSE
"2564","M001690",2211110014,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"2565","M001691",2211110014,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"2566","M001692",2211110014,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"2567","M000558",2211280005,NA,"FIREARM","Robbery","Violent",1,NA,NA,FALSE
"2568","M001693",2211280005,NA,"FIREARM","Robbery","Violent",1,NA,NA,FALSE
"2569","M001694",2211280005,NA,"FIREARM","Robbery","Violent",1,NA,NA,TRUE
"2570","M001387",2210240123,NA,"FIREARM","Death","Quality of Life",3,NA,NA,FALSE
"2571","M000048",2210240123,NA,"FIREARM","Death","Quality of Life",3,NA,NA,FALSE
"2572","M001695",2210240123,NA,"FIREARM","Death","Quality of Life",3,NA,NA,FALSE
"2573","M000093",2207120005,NA,"FIREARM","Disorderly Conduct","Quality of Life",1,NA,NA,TRUE
"2574","M001696",2207120005,NA,"FIREARM","Disorderly Conduct","Quality of Life",1,NA,NA,FALSE
"2575","M001697",2212180107,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"2576","M001698",2212180107,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"2577","M001699",2209070218,NA,"FIREARM","Agg. Assault","Violent",NA,NA,NA,FALSE
"2578","M001700",2209070218,NA,"FIREARM","Agg. Assault","Violent",NA,NA,NA,FALSE
"2579","M001701",2209070218,NA,"FIREARM","Agg. Assault","Violent",NA,NA,NA,FALSE
"2580","M000740",2209280111,"AR220008165","FIREARM","Weapons Violation","Violation",NA,"2022/09/28 21:00:00+00","13-3102A8",FALSE
"2581","M001702",2209280111,"AR220008165","FIREARM","Weapons Violation","Violation",NA,"2022/09/28 21:00:00+00","13-3102A8",FALSE
"2582","M000740",2209280111,"AR220008165","FIREARM","Weapons Violation","Violation",NA,"2022/09/28 21:00:00+00","13-3408A7",FALSE
"2583","M001702",2209280111,"AR220008165","FIREARM","Weapons Violation","Violation",NA,"2022/09/28 21:00:00+00","13-3408A7",FALSE
"2584","M000740",2209280111,"AR220008165","FIREARM","Weapons Violation","Violation",NA,"2022/09/28 21:00:00+00","13-3415A",FALSE
"2585","M001702",2209280111,"AR220008165","FIREARM","Weapons Violation","Violation",NA,"2022/09/28 21:00:00+00","13-3415A",FALSE
"2586","M000740",2209280111,"AR220008166","FIREARM","Weapons Violation","Violation",NA,"2022/09/28 21:00:00+00","13-1802A4",FALSE
"2587","M001702",2209280111,"AR220008166","FIREARM","Weapons Violation","Violation",NA,"2022/09/28 21:00:00+00","13-1802A4",FALSE
"2588","M000740",2209280111,"AR220008165","FIREARM","Weapons Violation","Violation",NA,"2022/09/28 21:00:00+00","13-3102A4",FALSE
"2589","M001702",2209280111,"AR220008165","FIREARM","Weapons Violation","Violation",NA,"2022/09/28 21:00:00+00","13-3102A4",FALSE
